name,address,city,price_level,cuisine,description,phone,url
葉家小卷米粉,中西區國華街二段142號,Tainan,$,小吃,創立於1935年，是臺南小卷米粉的先驅，已傳承至第三代。有別於臺灣米粉湯，小店使用糙米製成的粗米粉，帶有米香而且口感更佳。湯底以花枝熬煮，再以胡椒粉提味，香醇鮮美，並藏著甘甜的尾韻，充滿臺南特色。加上撈捕自印尼的爽脆小卷，叫人回味。用餐空間狹小卻乾淨，而且設有空調。假日須排隊等候。,+886 6 222 6142,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/yeh-jia-calamari-rice-noodle-soup
巴黎廳1930x高山英紀,中山區民權東路二段41號2樓 (亞都麗緻大飯店),Taipei,$$$$,時尚法國菜,室內環境潔白，並帶有奢華雅致風格。行政主廚高山英紀精於融合法、日烹調技巧，風格細緻柔美。其中別要錯過季節鮮魚菜色。主廚設計菜單時，特意將臺灣各種茶葉廣泛融入套餐之中，為菜餚賦予新生命，例如招牌菜季節蔬果千層。菜色口味創新而獨特，尤其著重客人的五感體驗，適合約會與特殊紀念日造訪。,+886 2 2597 1234,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/paris-1930-de-hideki-takayama
与玥樓,南屯區公益路二段783號,Taichung,$$,粵菜,餐室寬敞遼闊，裝潢以金色和黑色為主，氣派典雅。二樓設有包廂，同時用作大型宴會場地，適合商務宴客或親友聚餐。主廚來自香港，將傳統廣東料理以創新方式展現，午市亦供應多款粵式點心。招牌菜包括用龍眼木烤製的窯烤片皮鴨，建議預訂。此外可以嚐嚐來自澎湖的海鮮，如七星斑和野生七彩龍蝦。,+886 4 2382 9128,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/yu-yue-lou
前金肉燥飯,前金區大同二路26號,Kaohsiung,$,小吃,創立於1959年，以肉燥飯為招牌，現在已傳承至第三代。雖然門面簡樸，但總是人潮不絕，餐點賣完便會關門，周末最好提前抵達。這裡的肉燥飯以豬背油製作，肥而不膩、入口即化，更可添加肉絲或魚鬆，令滋味更加豐富。建議搭配半熟的鴨蛋，以絲綢般的蛋黃液拌米飯同吃。滷豆腐軟嫩多汁，同樣值得一試。,+886 7 272 7263,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/cianjin-brasied-pork-rice
渥達尼斯磨坊,中山區建國北路一段61號 (慕舍酒店),Taipei,$$$$,時尚西班牙菜,店面內鬥牛士和佛朗明哥舞者的畫作，盡顯西班牙的熱情風格。由兩位在本店受訓的主廚共同領軍，選取來自臺灣和日本的食材，融合西班牙料理及亞洲飲食文化，為賓客帶來豐富多樣、以海鮮為主軸的嚐味菜單。每道菜色的呈現皆猶如畫作，無論色彩或食材的運用，都遵循季節循環之變化，風味細緻，獨樹一格。,+886 2 2500 6832,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/molino-de-urdaniz
好朋友涼麵,士林區大南路31號 (士林夜市),Taipei,$,街頭小吃,麻醬涼麵除了麻醬香，更滲出檸檬清香，與別不同；也可加上特製辣醬。別忘了配上一碗臺式味噌湯加蛋。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/good-friend-cold-noodles
圓環邊蚵仔煎,大同區寧夏路46號 (寧夏夜市),Taipei,$,街頭小吃,創立於1965年，蚵仔煎選用每天從臺南直送的蚵仔，特調醬汁別有風味。蒸米糕也值得一試。,+886 2 2558 0198,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/yuan-huan-pien-oyster-egg-omelette
無名推車燒餅,中正區中華路二段311巷74號攤 (南機場夜市),Taipei,$,街頭小吃,沒有招牌的推車停駐夜市尾段，常常人龍不斷。販售四款古早味餅食，推薦甜酥餅與長燒餅。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/unnamed-clay-oven-roll
態芮,中山區樂群三路299號6樓,Taipei,$$$$,時尚臺灣菜,主廚何順凱兼具臺菜與法餐經驗，烹飪風格緊扣臺灣的風土民情。他透過廣泛運用在地食材，緊貼時令加以變化，將臺灣料理重新詮釋。單一套餐的概念取材自這片土地的飲食文化、經典美食，以及其兒時回憶，並多以諧音成語命名，使用餐過程增添趣味。以在地茶葉、時令水果和果乾構成的甜點，給饗宴畫下完美句點。,+886 2 8501 5500,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/tairroir
驥園川菜,大安區敦化南路一段324號,Taipei,$$,川菜,饕客來到驥園，都是為了一嚐那招牌砂鍋雞湯！此菜做法耗時，先用老母雞熬製十小時成高湯，再放入新鮮土雞肉、火腿、干貝與豬腳熬煮兩小時，湯色乳白且味道香濃。菜單上除了常見川菜如乾煸四季豆、宮保雞丁外，廚師更以多種食材搭配不同料理手法，如豆酥、麻辣、京醬肉絲等，口味多元。餐廳人潮不絕，建議提前訂位。,+886 2 2708 3110,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/gi-yuan
春蘭割包,新興區復興一路5號,Kaohsiung,$,小吃,創立於2000年，憑著極佳味道、充足的用料和份量，廣受在地食客好評。推薦綜合割包，其手工麵皮做得鬆軟，加上呈琥珀色澤的半肥瘦滷肉、爽脆的酸菜、特製醬汁和花生糖粉，滋味迷人。客人可自選肉餡的肥瘦比例，也有供應素食割包。同時提供薏仁漿、杏仁豆漿、紅茶等飲品，皆是不錯的搭餐飲品。,+886 7 201 7806,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/chun-lan-gua-bao
波記食堂,苓雅區四維三路162號,Kaohsiung,$$,臺灣菜,餐廳由澳門移居高雄的主廚兼經營者開設，他擁有三十年掌廚經驗，擅於運用每日新鮮採購的食材，與其在澳門習得的烹飪技法相結合。菜色以臺菜為主軸，調味比較淡雅，其中季節性的菠菜番茄炒蛋色澤鮮艷，帶有胡椒辛香，滋味清爽。用餐環境氣氛輕鬆，適合朋友聚餐，亦歡迎客人自帶酒水，建議提前訂位。,+886 927 719 005,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/paul-s-canteen
卉寓,西區昇平街22巷3號,Taichung,$$,時尚臺灣菜,英文名Huist是荷蘭語的「家」，餐廳的暖色調裝飾，營造恍如家居的舒適感覺。季節性菜單以臺灣家常料理為基礎，揉合西式烹飪技法，呈現道道暖心且現代的家庭菜餚。如不定期推出的糖燻旗魚，其靈感源自經典小吃鯊魚煙，廚師將軟嫩的糖燻魚片夾著彈牙的切片雞冠，口感富層次，令人回味。,+886 4 2301 0021,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/huist
松竹園,士林區永公路546號,Taipei,$$,臺灣菜,屹立超過三十年，以自家飼養的土雞料理聞名，尤其是招牌白斬古早雞，皮滑肉嫩。古早味滷肉、清蒸羊肉也大受歡迎，秋冬更可點上一鍋雞湯，暖心也暖胃。也不妨試試檳榔花、川七、紅菜等野菜，或者以甜點手工芋泥捲作結。環境清幽，適合與親友規劃半日遊，造訪絹絲瀑布或冷水坑步道。周末宜提前訂位。,+886 2 2861 6261,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/sung-chu-yuan
香色,中正區湖口街1-2號,Taipei,$$$,時尚歐陸菜,由古董傢俱經營者所建構的空間，走過入口的石路庭院，便是擺放著老件傢俱的餐室，斑駁的牆面搭配圓弧木窗框，在暖黃燈光映照下，整室氛圍既復古又獨特，適合情侶約會或朋友聚餐。年輕主廚將其於美、澳工作的經驗融入套餐之中，菜色運用各式歐陸技法，同時又加入南洋及其藏族妻子的家鄉風情，充滿新意。,+886 2 2358 1819,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/xiang-se
HUGH dessert dining,大同區重慶北路3段136巷56號,Taipei,$$,創新菜,歷任西餐廳甜點師後，創辦人開設這家「盤式甜點」餐廳，提供設六至七道甜點的套餐。食材依四季變更，風味則講究起承轉合，依序以淡雅、清爽、酸甜、溫潤與厚實的口感呈現，各道甜品皆精美如藝術品，推薦額外加點每月變化的即興創作。裝潢以灰黑牆面搭配木桌椅，充滿個性。餐廳定期於社群網站公布下個月的營業日期，須提早規劃。,+886 2 2598 0223,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/hugh
Ukai-tei,前鎮區中山二路199號3樓 (晶英國際行館),Kaohsiung,$$$$,鐵板燒,日本Ukai首間海外分店，環境簡約、帶藝術風格。不同於臺北店的無菜單料理，在這裡，客人可以挑選主餐的牛肉部位與份量。當中推薦充滿細膩油花的特選和牛臀肉。晚間限定的高雄Ukai套餐，採用產自高雄附近水域的海鮮，富在地色彩。飯後可在休憩區品嚐精緻甜點。服務無微不至，適合商務宴請及親友聚會。,+886 7 973 0122,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/ukai-tei
咕嚕咕嚕原住民音樂餐廳,西區五權西四街13巷2號,Taichung,$$,臺灣菜,由排灣族老闆經營，漂流木設計的外觀，加上木雕和畫作，讓客人品嚐傳統排灣族料理的同時，也感受到濃厚人文氣息。主要供應炭烤菜色，食材來自部落耕種或老闆親採的野菜。推薦部落放山春雞，以特製香料料理，香氣四溢，多汁可口。特色料理如排灣月桃米粽、泰雅馬告香腸同樣值得一試。晚上有原住民族歌手駐唱，歌聲動人，氣氛熱絡。,+886 4 2378 3128,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/gulu-gulu
黃家蝦捲,中西區西和路268號,Tainan,$,小吃,蝦捲是到訪臺南不能錯過的小吃。此店創立超過一甲子，曾四度搬遷，但依然顧客盈門。店家使用以特殊比例調配的太白粉漿，現點現炸，外皮輕薄酥脆；內餡包含火燒蝦和高麗菜，造成外酥內嫩的效果，配上解膩的薄蘿蔔片，恰到好處。用餐空間寬敞舒適。外帶者，店家會以粽葉包裹蝦捲，既傳統又環保。,+886 6 350 6209,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/huang-chia-shrimp-roll
馨苑 (西區),西區民生北路106號,Taichung,$$,臺灣菜,膳馨旗下的品牌，提供份量小巧、減少油鹽的臺灣料理。熱門菜色包括以大甲芋頭與椰奶共同燉煮的芋奶鮮嫩雞骨球，以及適合配飯的菠蘿遇見櫻桃鴨。同時提供多款臺式小吃，如多汁可口、充滿鮮味的花枝槓上雞肉丸，適合搭配佐餐。餐廳著重品茶文化，建議點上一瓶冷泡茶，好好感受用餐環境的寧靜與悠閒。,+886 4 2302 9989,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/shin-yuan
de nuit,大安區信義路四段175號,Taipei,$$$$,時尚法國菜,名字在法文中解作「夜晚」，室內設計也帶著夜幕的沉穩：光潔的玻璃窗景，加上墨黑色桌巾、絨面沙發和灰色座椅，令人放鬆心情，非常適合情侶或小型聚餐。廚房團隊年輕專業，致力保留法國料理的精髓，同時增添季節元素。菜色口味細緻，擺盤極具巧思。無論搭配餐酒或茶飲，都令美食生色不少。,+886 2 2700 1958,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/de-nuit
膳馨 (西區),西區存中街21號,Taichung,$$,臺灣菜,菜單以臺菜為基礎，結合客家與四川料理元素，帶來口味充滿新意的自創菜色。此外，餐廳標榜健康理念，不僅減少油鹽烹調，也採用產銷履歷與可溯源的食材，如梨山高麗菜、臺南虱目魚肚等。若與三五知己同往，建議參考店家預定菜色，款式多樣且適合分享。用餐環境雅致，在庭園造景作伴下享用美食，誠然是賞心樂事。,+886 4 2372 1650,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/shan-shin
揚梅吐氣,楠西區灣丘里1-5號,Tainan,$$,臺灣菜,經營者的家族為梅農，在1990年代創立本店，以梅子與自製梅醬入菜，藉以推廣梅子。其菜色味道酸甜中帶鹹香，適合配飯，其中尤以梅香肉、梅醬蛋豆腐與酸梅肥腸受客人歡迎。料理分量較大，適合多人共享。店家會向客人贈送梅子飲品，十分貼心。用餐環境簡樸，由綠意盎然的盆景圍繞，感覺悠閒自在。周末到訪建議提前訂位。,+886 6 575 1617,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/plum-chang
滬舍餘味 (南屯),南屯區公益路二段537號,Taichung,$,點心,老闆來自上海，因為思鄉心切，經過三年的努力，終於研發出記憶中最地道口味的生煎包。此外，小店還提供小籠包、蒸餃和燒賣等上海點心。生煎包有鮮肉和翡翠兩種口味，前者選用肥瘦比例適中的豬絞肉，湯汁豐富；後者的餡料則以青江菜、豆乾和香菇為主，口感脆嫩，味道清新。,+886 4 2258 6111,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/shanghai-food
原則,北區西華街34號,Tainan,$$$,時尚法國菜,主廚旅日學藝後返回出生地開店，以帶點東洋風的料理闡述其家鄉文化。餐廳名象徵他對每個細節的堅持。單一套餐以取材自臺南小吃的開胃小點作開場，其後各菜色則以在地食材與小農產品入菜，譬如以臺灣牛為主角的主菜。用餐環境雅致低調，服務團隊專業而具熱忱，適合約會或慶祝特殊節日。,+886 6 222 3244,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/principe
昭明海產家庭料理,前金區自強一路53號,Kaohsiung,$$,臺灣菜,小店開業逾半世紀，接手的第二代繼續供應道地家常菜。招牌菜蒜仔肉以大火醬炒而成，火候十足，鹹香美味。每天進貨的新鮮海魚，不論紅燒或乾煎均出色。蛤蠣銀芽以綠豆芽搭配鮮美蛤蠣，值得一試。菜色均設有小中大三種份量。用餐之際，不妨來一瓶店家自製的黑糖仙草茶，清甜回甘。,+886 7 241 2550,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/chao-ming
誠實鍋燒意麵,中西區西門路一段702巷12號,Tainan,$,麵食,小店原以路邊攤車方式經營，2020年才搬進民宅附近的巷弄之中。專營鍋燒意麵，店家以昆布熬煮湯底，顏色清澈，口味清爽。推薦用料十足的蛤蠣鍋燒，手工細意麵吸收了湯頭精髓，味道鮮甜，且帶嚼勁。客人更可選擇麵條軟硬度。由於客人眾多，須耐心等候座位，到訪前宜到社群媒體查看公休資訊。,+886 968 617 018,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/cheng-shi
謝掌櫃,安平區運河路23巷5號,Tainan,$$,小吃,店家雖然於2018年才開業，但憑著古早美食和海鮮粥，大獲好評。虱目魚海鮮總匯粥為其招牌，採用典型南部飯湯風格，加入虱目魚魚皮、魚肉、魚丸、鮮蝦、蛤蠣和花枝等，鮮味無窮。此外，鹽蒸石斑魚味道甘甜，富含膠質的魚皮與鹹香醬汁搭配得天衣無縫，值得一試。餐點均現點現煮，絕不添加味精，值得耐心等待。,+886 6 221 3215,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/xie-shopkeeper
廖記米糕,橋頭區橋南路119號,Kaohsiung,$,小吃,創立自1955年，現由第三代經營，數十年來僅販售米糕、四神湯和麵線三種食品。硐仔米糕為其招牌，以特製的陶瓦筒蒸煮，讓在來米粒粒分明且富彈性。上桌時，佐以肉燥醬汁、肉鬆與醬黃瓜，滋味樸實，令人回味。搭配清澈甘美的四神湯，便成為經典的在地組合。每日供應有限，建議提前到訪，以免向隅。,+886 7 612 8319,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/liao-chi-migao
讚,士林區承德路四段192之1號B1,Taipei,$$$$,鐵板燒,用餐環境雅致，融合義大利彩色玻璃窗、中式古典桌椅及名貴餐具，彰顯對細節的講究。資深主廚曾於日本鐵板燒名店受訓，堅持採用有機蔬菜、現撈與野生漁獲。特別推薦美國原種極黑牛、昆布鹽燜鮑魚，以及澎湖野生明蝦佐法式醬。同時提供日本各等級之和牛，其中飛驒牛的風味尤其出色，須提前預訂。,+886 2 2880 1880,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/zan-1188096
雙月食品 (青島東路),中正區青島東路6之2號,Taipei,$$,臺灣菜,雙月寓意團圓圓滿，所供應的古早味藥膳同樣令人滿足。老闆採用上等食材，並依照其母的傳統配方烹調。招牌雞湯先將湯熬好，再將每早新鮮運到的溫體仿土雞放入烹煮，以保持雞肉嫩滑。另一推薦是由嘉義縣東石產地直送的鮮蚵，其個頭飽滿，不論是料理成乾蚵或是湯品，均深受歡迎。雙月油飯一般很早售罄，欲品嚐建議提早到訪。,+886 2 3393 8953,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shuang-yue-food
雄記蔥抓餅,中正區羅斯福路四段108巷2號 (公館夜市),Taipei,$,街頭小吃,蔥抓餅餅皮外脆內嫩，搭配特製的蜂蜜芥末醬和九層塔，香味四溢，毫不油膩。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/hsiung-chi-scallion-pancake
山內雞肉,中正區中華路二段307巷20之3號攤 (南機場夜市),Taipei,$,街頭小吃,皮爽肉嫰，份量頗多，十分超值。關門時間不定，若要點選雞腿，建議八時前到達。,+886 2 2305 0100,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shan-nei-chicken
Circum-,中山區中山北路二段39巷3號B2 (晶華酒店),Taipei,$$$,創新菜,餐廳名字是拉丁文的「圓」，寓意團圓美滿。裝潢以橘紅色為主題，在紅銅、石材、金屬等素材的襯托下，氛圍活潑輕快。主廚、副主廚分別具備中餐和法餐背景，從經典菜餚、成長過程的飲食經歷及海外見聞取得靈感，透過法式技巧創作菜色。飯後甜點以水果為主軸，結合古代詩詞，為用餐體驗增添文藝氣息。,+886 2 2581 6575,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/circum
興蓬萊台菜 (中山北路),士林區中山北路七段55號,Taipei,$$,臺灣菜,餐廳於1987年開業，曾歷經兩次遷址，但傳承三代的好手藝與傳統菜餚依舊不變，深深擄獲顧客的胃，故至今仍是城中的熱門聚餐選擇。菜單結合臺式家常菜與酒家菜，風味濃郁且份量適合多人分享。白斬放山雞膠質豐厚，吃罷香氣於口腔縈繞。招牌佛跳牆也值得推薦。餐後提供臺式小冰棒供客人賞味。,+886 2 2877 1168,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shing-peng-lai
Set.,大同區承德路二段110號,Taipei,$$,創新菜,空間小巧，安坐後可以看到兩位主廚在廚房忙碌的身影，為餐廳增添溫馨氛圍。主廚從個人經驗、自然及四季等發掘靈感，將亞洲食材和風味完美融合西方美食，從中展示二人出色的烹飪技巧。其獨特之處，更在於活用烹調過程產生的廚餘到其他菜色之中。除了葡萄酒，也提供無酒精飲料選擇。,+886 935 391 095,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/set
T+T,松山區敦化北路165巷11號,Taipei,$$$,時尚亞洲菜,設計簡潔時尚，設開放式廚房，氣氛慵懶自在如置身歐洲小酒館。T+T解作tapas tasting，但與西班牙料理無關，而是寓意精緻小巧的嚐鮮體驗。精緻套餐每數月變更，價格實惠。菜色融合味噌、人參、當歸等亞洲特色食材，並以米飯和麵食作搭配，貼近在地飲食文化。酒單多元有趣，單杯葡萄酒及烈酒選項近六十種。,+886 2 2719 9191,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/t-t
AKIN,中山區建國北路一段92巷8號,Taipei,$$$$,創新菜,室內設計以岩洞為靈感，開放式廚房搭配大地色系的吧檯座位，感覺愜意自在。香港主廚雖於臺灣深耕多年，仍不忘出生地，將香港飲食元素融合到菜餚之中，每季推出一款菜單。招牌菜炸海膽酥的概念來自粵式點心蘿蔔絲酥餅，鮮味豐沛，外酥內嫩入口即化，紫蘇葉更添清香。酒單精簡，不妨請侍酒師建議餐酒搭配。,+886 2 2509 1070,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/akin
Capstone Steakhouse,鼓山區明華路366號1樓 (水京棧國際酒店),Kaohsiung,$$$,牛排屋,教父牛排首次南下開設的分店，用餐室寬敞挑高，食客可透過落地玻璃一暼廚房內，加上一系列陳列於二樓的酒瓶，設計風格與臺北本店同出一轍。食物方面，提供以美國牛排為主的套餐。客人可挑選乾或濕式熟成牛排，以及開胃菜、湯品與配菜，選擇多元。餐廳設有各式包廂，適合商務聚會。,+886 7 555 9682,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/capstone-steakhouse
台南旺,前金區六合二路187號,Kaohsiung,$$,臺灣菜,創辦人六十多年前以臺南鱔魚炒麵起家，由第二代接手後，漸漸為餐廳增加菜色，繼而發展成現在的規模。用餐環境簡樸但熱鬧，適合朋友聚會。肉質爽脆的鱔魚是店裡的招牌菜，其中特別推薦麻油鱔魚；芋頭丸等多款手工丸亦深受歡迎。如欲品嘗處女蟳，須提早預訂。一周僅營業四天，宜提前訂位。,+886 7 272 0999,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/tainan-wang
南村,大安區忠孝東路四段216巷33弄10號,Taipei,$$,臺灣菜,餐廳創辦人是四四南村的第三代眷村子弟，以在地食材製作糅合大江南北菜系特色的眷村菜，並將其細膩化，以小酒館方式呈現。招牌菜紅燒肉使用溫體豬，用炒過的糖搭配蜂蜜煨煮，保留醬色之餘更添滋味。為確保食材新鮮，菜色須提前兩日預定，現場僅有少量加點選項。提供個人套餐及合菜選擇，是聚餐的好去處。,+886 2 2711 7272,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/44-sv
Marc L³,前金區仁義街231號,Kaohsiung,$$$,時尚歐陸菜,主廚暨老闆曾經旅外十多年，返臺後在鹽埕市場擺攤，大獲好評。後於2021年創立此店，將臺灣在地蔬食，糅合西式烹調方法，顛覆大眾的既定印象。僅提供單一的九道菜套餐，並會依據當天採買而調整菜色。以橫跨各世代與地域的經典金曲作背景音樂，氣氛輕鬆愉快。建議搭配餐廳設計的調酒佐餐，令餐飲體驗更圓滿。,+886 7 215 2157,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/marc-l
楊寶寶蒸餃 (朝明路),楠梓區朝明路106號,Kaohsiung,$,餃子,創立於1993年，從小攤販擴展至現今兩間店面的規模。環境明亮整潔，菜單雖然精簡，不過作為店內招牌的蒸餃均為現點現包，而且價格實惠，難怪人潮總是絡繹不絕。特別推薦花素蒸餃，略帶厚度的餃子皮，包裹著切成細絲的黑木耳、青江菜、粉絲、豆乾等餡料，滋味迷人。另外，酥脆的捲餅亦是熱門選擇。,+886 7 351 6600,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/yang-bao-bao-nanzih
老新台菜 (九如二路),三民區九如二路227號,Kaohsiung,$$,臺灣菜,大紅色拼接牆面，搭配暗綠色大理石桌，裝潢風格復古浪漫。包廂均以高雄著名地區命名，充滿巧思。大廚將傳統的辦桌宴席菜，改以細膩方式呈現，為老菜帶來新滋味。不設菜單，餐廳會依據時令食材和預算安排餐點，不論用餐人數多寡，都可以享受到七至八道菜的盛宴。唯菜色調味較重，若須調整可提前告知店家。,+886 7 313 3077,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/old-new-taiwanese-cuisine-jiuru-2nd-road
范記金之園 (中區),中區成功路170號,Taichung,$,臺灣菜,創立自1978年，現已傳至第二代，其傳統滋味廣受好評，招牌菜為排骨草袋飯。早期的草袋飯是在手工編製的藺草草袋中烹煮而成，藺草混合米香，風味獨特。雖然草袋技術已凋零，店家仍然選用霧峰臺梗九號米，口感飽滿，配合特製的雪裡紅乾，鹹香滋味。另推薦秘製的排骨和沙茶炒牛肉。所有餐點均現點製作，須耐心等待。,+886 4 2220 7388,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/chin-chih-yuan
磐石坊,大安區樂利路15號,Taipei,$$,印尼菜,由印尼華橋創立，曾多次受印尼政府邀請，在此款待外賓，足證其水準。店內陳設著各式各樣的印尼藝術品，如帆船、佛塔、木雕和油畫等，充滿傳統氣息。供應印尼各地的經典菜色，招牌菜為巴東牛肉、串燒和蜂巢爪哇炸雞。若想品嚐更地道的美食，不妨試試富豆香的納豆餅。餐廳亦提供節慶用的祈福飯塔，有需要可提前預訂。,+886 2 2732 5048,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/sate-house
KR Prime Steak,西屯區市政北二路52號,Taichung,$$$,牛排屋,坐落豪宅地段，樓高兩層，主要提供美國濕式熟成牛排，尤其推薦美國CAB頂級安格斯上蓋老饕，味道可口且充滿肉汁。想吃得更豐盛，可以點選包含開胃菜、主菜和甜點的套餐，一次享用美國頂級牛排，以及搭配時令水果、味道清爽的法式焦糖布蕾。用餐環境舒適，適合約會或包場舉辦小型聚會。,+886 4 2252 5566,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/kr-prime-steak
承家,中山區民權東路二段92巷6號,Taipei,$$,臺灣菜,主廚曾於老字號臺菜餐廳工作逾廿年，於2022年自立門戶，以自身名字「承家」命名。餐廳只有三桌，提供臺灣傳統菜餚、各式雞湯菜色，以及重新詮釋的經典美食。桂花蝦仁將雞蛋、筍絲與新鮮白蝦拌炒，搭配美生菜享用，別有一番風味。須提前訂位，並透過社群平台預訂菜餚，或與老闆討論食材的烹調方式。,+886 2 2522 1276,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/cheng-jia
泰姬,大安區市民大道四段48巷1號,Taipei,$$,印度菜,裝潢用色大膽，使用印度裝飾品、花布與大象圖案作點綴，加上印度音樂，充滿異國風情。餐廳所用的香料甚至廚師團隊，也是老闆在當地物色回來。食物方面，以北印菜為主，並獲得官方的清真認證。招牌菜包括泰姬火紅乳酸碳烤雞、黑扁豆咖哩，別忘了點上一客麥香四溢的全麥碳烤餅佐餐，加倍滿足。,+886 2 8773 0175,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/taj
