name,address,city,price_level,cuisine,description,phone,url
賣麵炎仔,大同區安西街106號,Taipei,$,麵食,這小麵攤開業逾八十年，為老臺北人所熟悉，位於樸實陳舊的公寓並不減其魅力，門前仍是人潮不絕。提供油麵、米粉與黑白切；湯頭以全雞、豬肉與內臟熬煮而成，十分清甜。燒肉、白斬雞和花枝都是必點配菜，而皮酥肉嫩的燒肉僅在十點後供應。麵攤不設菜單及價目表，貼心的老闆會按用餐人數配菜。,+886 2 2557 7087,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/mai-mien-yen-tsai
清真中國牛肉麵食館 (大安),大安區延吉街137巷7弄1號,Taipei,$,麵食,傲立超過六十年，其清燉牛肉麵遠近馳名，牛肉選用臺灣溫體牛，湯頭清香而帶濃重牛骨香味，秘訣是湯頭從不關火，年月將它變得濃而不膩。除牛肉麵，其現做的東北斤餅配炒牛肉絲也是招牌菜色。店家更販售自製牛肉乾，唯產量不多，若不致電預訂便得碰碰運氣。,+886 2 2721 4771,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/halal-chinese-beef-noodles
麻糬寶寶,松山區饒河街111號前 (饒河街夜市),Taipei,$,街頭小吃,檔主帶著透明廚櫃在此經營十多年，所賣的小麻糬每天鮮做，口感軟糯且帶糯米香。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/mochi-baby
番紅花印度美饌,士林區天母東路38之6號,Taipei,$$,印度菜,裝潢展現出高級餐廳的氣派與格調，紅磚白牆亦配合其印度餐廳的風格。食客坐在棗紅色的天花吊燈下，邊用餐邊欣賞印籍廚師即場製作印度薄餅，印度氣氛情懷洋溢而出。餐廳的招牌菜色為喀拉拉雞肉咖哩及芫荽雞肉咖哩。菜色選擇眾多，若難以決擇不妨讓訓練有素的服務生為你提供意見。,+886 2 2871 4842,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/saffron
穆記牛肉麵,信義區吳興街239號,Taipei,$,麵食,店家每天七點就開始熬製湯頭，其秘方除了牛肉、中藥材及每天更換的骨頭等外，還包括了水果，因此特別甜美。牛肉麵採用本地產的牛肉，鮮度十足。斤餅製作從頭到尾由店家一手包辦，與滷味同樣不能錯過。店家待客周到，會細心講解外帶的處理，確保客人吃到應有風味。,+886 2 2722 2707,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/muji-beef-noodles
FIRNS,西屯區精誠路50巷19號,Taichung,$$$$,創新菜,主廚Ricky來自香港，曾於歐洲和香港的知名餐廳工作，為客人帶來結合法國和亞洲風格的當代美食。餐廳的大型燈飾由臺灣本土植物製成，加上產自屏東的手工刀具、本地工匠製作的陶瓷餐具，令用餐環境既優雅又充滿特色。菜單方面，同樣大量採用在地食材，包括根據當日漁獲設計的菜色。餐後不要錯過富有季節特色的甜品。,無法取得,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/firns
請客樓,中正區忠孝東路一段12號17樓 (喜來登大飯店),Taipei,$$$,"淮揚菜, 川菜",於集團服務近廿年的師傅於2023年接任主廚一職，菜單仍以川揚菜色為主，同時加入少量臺菜美食，尤其不可錯過經典小菜。團隊為迎合健康飲食趨勢，奉行少油鹽烹調原則，且大幅減少辛香料的用量。室內布置雖然樸實，但靜謐舒適，備有多種包廂，適合宴請。如果想有更充裕的時間享用午餐，記得儘早前往。,+886 2 2321 1818,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/the-guest-house
MINIMAL,西區美村路一段133巷16號,Taichung,$$,現代菜,由澀(Sur-)分支而立的甜點店，裝潢帶有侘寂風格。經營者以現代料理概念詮釋冰淇淋，透過多層次的堆疊變化，大大提升味覺、視覺與用餐感受。菜單每季環繞一個嶄新主題，把冰淇淋視作料理的主素材，透過七道冰品一一闡述，每道菜品都像藝術品般細膩柔美。建議提前訂位。店家同時提供外帶單點冰淇淋。,+886 4 2321 9080,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/minimal
八和 (大安),大安區安和路一段102巷4號,Taipei,$$$$,燒烤,名為「八和」，是因為餐廳按近江澤井姬和牛三十多個部位的最佳品嘗方式，設計出八種不同料理，分別是生牛肉、壽司、霜降、赤身、牛排、逸品、湯品和主食。另限量供應赤身的內腿或內裙等特殊部位，可預先致電查詢。推薦用荷葉包覆的牛油拌飯，香味四溢。環境寬敞，入口處更能透過玻璃窗觀看肉品切割過程。,+886 2 2325 0531,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/baho
富錦樹台菜香檳 (松山),松山區敦化北路199巷17號,Taipei,$$,臺灣菜,偌大的落地窗和天花的植物裝置，為餐廳營造了舒適愜意的環境。來自臺南的創辦人為了打破臺式料理的刻板形象，特意結合臺菜與香檳，並將府城獨特的甘甜風味和創意融入菜色，每季推出季節與時令新菜。例如季節野菜炒蓮霧，用老薑與蓮霧碰撞出清爽滋味。蝦湯煨龍蝦蛋則以鮮美的龍蝦肉突顯番茄的果香，口味老少咸宜。,+886 2 8712 8770,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/fujin-tree-taiwanese-cuisine-champagne-songshan
夜間部爌肉飯,西區精誠路109號,Taichung,$,小吃,顧名思義，小店僅在夜間營業，從晚餐至宵夜時段，總是人潮不絕。爌肉飯為店內招牌，彈嫩的五花肉呈現誘人琥珀色，搭配酸菜，入口肥而不膩，店家更提供辣菜脯予客人自行添加享用。此外，臺式小菜如滷白菜、油豆腐等也具水準，再加上一碗骨宰肉豬血湯，便是經典的臺式小吃組合。店面雖小，但環境明亮潔淨，感覺舒適。,+886 4 2320 0735,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/night-school-braised-pork-rice
北港蔡三代筒仔米糕 (鹽埕),鹽埕區河西路166號,Kaohsiung,$,小吃,小店自1956年起屹立在鹽埕區，菜單內容樸實，就只有筒仔米糕、五種湯品及鐵蛋，卻因價廉物美成為高雄人的共同回憶。筒仔米糕選用陳放兩年的舊米製作，再於上桌前淋上滿滿的肉燥汁，糕身軟硬適中，佐以嫩薑同吃十分可口，叫人回味。富滋味的鐵蛋，和吸滿湯汁精華、香味濃郁的蒸蛋湯同樣值得一試。,+886 7 551 7443,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/bei-gang-tsai-rice-tube-yancheng
鴨肉珍 (五福四路),鹽埕區五福四路258號,Kaohsiung,$,小吃,於鹽埕區經營超過60載，以鴨肉小吃聞名，人潮總是絡繹不絕。招牌煙燻鴨肉切盤是每位顧客必點的佳餚，鴨肉緊緻而多汁，美味可口，搭配特調蒜蓉醬同吃，更添風味。點菜時老闆更會依據用餐人數，搭配鴨肉內臟拼盤或鴨湯品，體貼周到。另外，肉燥飯同樣出色，肉燥肥瘦適中，讓人吃得津津有味。,+886 7 521 5018,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/duck-zhen
壽司芳,大安區忠孝東路四段216巷19弄12號,Taipei,$$$$,日本菜,創辦人中之上公起擅長融合日式與法式技法，設計出細緻又具創意的菜色，並由駐店團隊料理。當中不乏在地時令鮮魚，大閘蟹季節亦會推出應時套餐。無菜單套餐包含食材華貴的壽司，搭配和味道均帶來驚喜。建議在晚間到訪，並選擇價格較高的套餐，享受一道道猶如藝術品的創意美食，甜點亦值得期待。,+886 2 2721 5560,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/sushiyoshi
吾旺再季,中正區中華路二段313巷29號 (南機場夜市),Taipei,$,街頭小吃,松青潤餅易名後搬至巷弄之內，繼續提供包著紅燒肉、素排骨酥等餡料的潤餅，滋味依然。,+886 930 406 677,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/wu-wang-tsai-chi
阿裕牛肉 (崑崙路),仁德區崑崙路733之1號,Tainan,$$,火鍋,臺南知名的溫體牛肉店，在創立近三十年之際，開設此佔地千坪的全新用餐空間，寬敞舒適。菜單精簡，提供單一牛肉湯鍋底，搭配臺南善化溫體牛的不同部位。想吃得更豐盛，不妨加點芥藍炒牛肉。店內採自助式服務，客人需自行到冰箱挑選飲料和鍋物配料，並先行結帳。僅設現場候位，建議在營業前到場排隊。,+886 6 279 5500,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/a-yu-beef-shabu-shabu-kunlun-road
The Ukai,信義區松智路17號46樓 (微風南山),Taipei,$$$$,鐵板燒,環境優雅有格調，座位依落地窗而置，可遠眺山景與城內景色。菜單由各分店的日籍料理長設計，唯一相同之處是其西式風格。這裡提供兩款無菜單套餐，建議晚間到訪，並體驗包含鮑魚岩鹽蒸、蒜香炒飯等經典菜式的完整套餐，主餐更可嚐到日本黑毛和牛。甜點方面，品項會根據時令水果而轉變。,+886 2 7730 1166,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/the-ukai
黑琵食堂,七股區十份里海埔17之18號,Tainan,$$,海鮮,餐廳位於黑面琵鷺保護區內，擁有絕佳的觀鳥位置。經營者養殖虱目魚超過三十年，對食材非常講究，取用自家魚塭或是低密度養殖的在地海產，其中推薦飽滿鮮甜的文蛤，以及肉質緊緻的虱目魚。鹹香可口的金沙軟絲，也值得一試。餐點價格實惠，適合與親友同訪，假日前往建議提前訂位。,+886 928 300 155,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/black-faced-spoonbill-canteen
元,西區大墩12街35號,Taichung,$$$,時尚臺灣菜,用餐環境小巧，以亮麗的花卉妝點空間，感覺清新自然。創辦人致力呈現在地風味，菜單設計參考自臺灣飲食史，重新演繹各種百年老菜、酒家菜、辦桌宴席菜以及傳統小吃，如麗心河鰻與火燒蝦仁飯等。此外，餐廳擁有自家農場，確保用料新鮮、原汁原味。單一套餐的菜色按季節變更，不妨留意社群媒體的公佈。,+886 966 667 067,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/yuan
鮨中澤,信義區仁愛路四段452巷6號,Taipei,$$$$,壽司,位於巷弄之內，店前設日式小庭園，由身穿和服的服務員引領內進。日本主廚根據臺灣人的口味設計菜色，傳統創新兼而有之，套餐中多款生魚片和壽司，皆展示出精細的刀工。醋飯口味凸顯醋味與鹹味，搭配食材尤見出色。甜點提供自製的蜂蜜伴義式奶酪，也可要求不添加蜂蜜，充分品嚐鮮奶油風味。,+886 2 2758 0266,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/sushi-nanami
醉楓園小館,松山區八德路三段8巷5號,Taipei,$$,粵菜,彭主廚一直遵從叔公的料理配方，雖然與彭家園的廚師師承同一人，大家的手法還是大相逕庭。其芋泥香酥鴨、瓊山豆腐特別出色。冬季記得一試羊腩火鍋或魚頭火鍋，前者以澳洲草羊、甘蔗頭、老薑和南乳熬煮；後者強調原汁原味，與坊間用沙茶醬的做法有別。服務生訓練有素，且記住客人喜好。假期前後特別繁忙，建議訂位。,+886 2 2577 9528,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/tsui-feng-yuan
欣葉小聚,南港區經貿二路166號 (中國信託金融園區A棟),Taipei,$$,臺灣菜,欣葉名下專攻小家庭的品牌，菜餚專為二至四人小型聚會而設，並迎合健康飲食潮流，調味上較少油和鹽，且提供多樣蔬食料理。菜單上除了有菜脯蛋、紅蟳米糕等傳統臺菜，也有融入創意的新菜色，如以糯米椒炒皮蛋的青龍皮皮挫。高聳的天花，配合整片落地窗讓陽光灑落，視野遼闊且典雅溫馨。,+886 2 2785 1819,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shin-yeh-shiao-ju-nangang
香草小餐酒,安平區永華路二段950號,Tainan,$$$,時尚歐陸菜,主廚曾旅居法國及於臺北工作，後落腳臺南，開設了這家餐廳。室內以孔雀綠色牆面搭配昏暗燈光，塑造出親密的用餐氛圍，適合情侶或友人聚會。單一套餐以歐陸料理技法作基礎，結合嘉義鵝肝、臺東米、皇宮菜等在地食材，增添臺灣獨有風味。主餐備有五至六款選擇，尤其推薦紐西蘭高地和羊羊排和來自日美澳產區的牛排。,+886 6 299 0011,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/l-herbe
裡小樓,西屯區西屯路２段293巷50號,Taichung,$$,臺灣菜,位於窄巷內的老宅，恰如店名「巷裡的小樓」。室內以木製板前座位環繞開放式廚房，氣氛輕鬆。這裡的臺灣家常菜與小吃份量精緻，適合單人用餐或兩三好友聚會。鹽焗玉米雞腿是店內招牌，建議搭配一碗滷肉飯。金門老壇高梁香腸腸衣輕薄，帶濃郁酒香，值得一試。不定期提供包場服務，屆時將會公休。,+886 4 2452 5657,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/li-xiao-lou
雋,前鎮區復興四路8號,Kaohsiung,$$$$,粵菜,由澳門主廚陳泰榮領軍，並由廚齡四十年的香港主廚駐店。室內空間挑高明亮，擺放著各式駿馬雕塑，呼應著店名「一馬當先」之意。提供三種不同價位的套餐，以金絲燕盞、鮑魚等高檔乾貨入饌，呈現八十年代的傳統粵菜風格，同時融入創新巧思。所有菜餚均為位上，並提供品項豐富的茶單。,+886 7 338 4885,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/gen-1214088
毛蔬,東區府東街43號,Tainan,$$,素食,入口採用圓弧設計，餐室飾有黑色拱形窗框，由木材家具搭配抿石子座椅，營造出舒適愜意的氛圍。由在地餐飲集團開設，不同於傳統素食餐廳，這裡希望提供連葷食者也享受的蔬食環境。菜單包含五辛素與蛋奶素，以原型食物融合亞洲各地風格，如南洋沙嗲、川味花椒、韓式泡菜等。除了創意素食，經典的塔香脆腸也是熱門菜色。,+886 6 209 4699,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/mao-su
巷子龍家常菜,大安區四維路25號,Taipei,$$,"湘菜, 江浙菜",前身是談話頭餐廳，三十餘年間多次搬遷，於2019年搬到現址，並改以店東名字諧音為名。餐室小巧而菜單精簡，但每一道都是招牌。其湖南與江浙家常菜，標榜不勾芡、不使用味精，並以每天採買的漁獲與食材，推出當日菜色。推薦湖南金錢蛋、無錫排骨與上海菜飯。服務親切，氣氛猶如回家用餐般自在，更歡迎自帶酒水。,+886 2 2325 4566,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/talking-heads
隱食家,中山區雙城街28巷8號,Taipei,$$,臺灣菜,店如其名，隱藏在巷弄之中。主廚希望為客人提供健康味美的臺灣菜，除了烹調上少用油鹽，也對食材用心選擇，如每天到市場採買新鮮漁獲，及選用臺灣得獎冠軍米，以土鍋現點現煮。推薦東石鮮蚵芙蓉蛋，採用渾圓飽滿的嘉義東石的蚵仔，搭配蛋香豐沛的土雞蛋，滋味非凡。若多人到訪，老闆會依據人數配菜。,+886 2 2595 8055,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/inn-s
曙光居,西屯區大墩18街104號,Taichung,$,素食,外觀沉實，無論是石牆、紅磚間隔、木桌椅，抑或手拉坯餐具，都令人感到舒適，呈現對細節的著重。提供全素菜色，食材經過來源控管，並在菜單上註明其特性和好處。其中「非常麵」以手工拉麵搭配老店配方的辣醬和芝麻醬，酸辣滋味，深受歡迎。黃金脆皮鍋貼帶有冰花脆皮，製作需時但值得等待。餐點均現點現作，須耐心等候。,+886 4 2329 2322,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/house-of-dawn
鹽之華,西屯區市政路581之1號,Taichung,$$$$,時尚法國菜,環境舒適優雅，與精挑細選的食具相互呼應，加上服務團隊的貼心招待，構成細膩的用餐體驗。女主廚擁有三十年西餐與旅外學習經驗，菜單設計以歐陸為概念，內容按季節變更。菜色分量精巧，不僅用葡萄酒入菜，也將亞洲的香料、草本等元素融入其中，創造出有趣風味。建議請侍酒師介紹搭餐的美酒。,+886 4 2252 0991,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/fleur-de-sel-1188695
明壽司,中山區雙城街25巷6之3號,Taipei,$$$$,壽司,開業超過十年，熱烙的用餐氣氛和料理特色卻維持不變。提供江戶前風格壽司，採用一致比例的紅醋和白醋製作醋飯。食材多源自日本，並以江戶前的做法，善用魚類放置時間作適度熟成。例如黑鮪魚會依情況放置四至五天。設有板前包廂，既可保有隱私，又能夠觀賞壽司製作過程。,+886 2 2596 1069,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/sushi-akira
空盤,大安區敦化南路一段270巷28號,Taipei,$$$,現代菜,英文店名為「空盤」的臺語諧音，寄語客人能夠盡興品嚐美食，心滿意足地清空盤子。餐室設計簡約舒適，以褐色桌椅、淺色吊燈點綴，令人放鬆心情。經營者兼主廚曾旅居法國，將在當地奠定的烹飪技法結合個人巧思，烹製成一道道細膩的當代菜餚。中午時段雖提供簡短套餐，但建議點選完整套餐，讓體驗更完整。,+886 2 8772 0372,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/komboi
HAILI,前金區成功一路264-1號2樓,Kaohsiung,$$$,現代菜,主廚離開臺北的知名餐廳後，南下開設此店，吸收過往與日籍廚師合作的經驗，令他的料理飽含法、日風格和技巧。單一套餐網羅日本與在地食材，用現代風格詮釋。每季菜單均有一道菜名以在地人文為靈感，藉此連結高雄的飲食風貌。餐室裝潢素雅，開放式廚房與吧檯設計，讓烹飪過程一覽無遺。訂位不易，建議提早安排。,+886 7 215 0559,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/haili
阿星鹹粥,中西區民族路三段289號,Tainan,$,粥品,創立於1965年，主要售賣臺南風格的虱目魚鹹粥。粥底的魚鮮高湯湯色清澈，米粒分明，灑上香濃蒜酥，香氣富層次。客人可點選喜歡的虱目魚部位，當中特別推薦肥美的魚肚，另外搭配乾拌虱目魚，即成為味美豐富的早餐。小店深受歡迎，於清晨五點便有眾多客人光顧。雖然是小吃店，但設有冷氣，用餐倍感舒適。,+886 6 220 0941,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/a-hsing-congee
鮮魚鱻,北區北屯路75號,Taichung,$,小吃,開店逾三十年，提供府城風味小吃，尤以蝦仁飯與虱目魚知名。以「鮮魚鱻」命名，自然講究魚料新鮮，虱目魚每天從南部進貨，無論是肉嫩無刺的魚肚湯、滷魚肚、滷魚頭或粥品，均深受老饕歡迎。另外尚有蚵仔、海鰱魚、龍膽石斑等魚料，其他小吃則推薦醬香味濃的滷豬腳筋，其豐沛膠質令人不禁大快朵頤。,+886 4 2235 1186,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/fresh-fish-stock
文公館,西屯區文心路二段636號,Taichung,$$$,時尚臺灣菜,餐廳保留老建築的結構，裝潢以孔雀綠為主軸，搭配實木餐椅和大理石地面，點染雅逸的用餐氣氛。由中西主廚共同掌杓，融匯中菜著重火候、西式講究細緻的特點，並選用在地當季食材，菜色同時網羅了臺菜、粵菜與客家的烹調元素。單人套餐包含開胃菜、湯品、主菜與甜品，風味層層堆疊，其中澄黃的濃雞湯和燉煮黑豬腩尤其叫人印象深刻。,+886 4 2326 6655,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/la-maison-de-win
弘記肉燥飯舖,左營區立文路96號,Kaohsiung,$,小吃,此店供應的雖然是臺灣傳統小吃，但有別於一般路邊攤模式，用餐空間明亮寬敞，並飾以趣味十足的豬隻插畫，可見經營者的創新意念。備有一系列經典小吃，其中肉燥飯為招牌，建議加配半熟蛋，醇滑蛋液與鹹香肉燥的結合滋味非常，令人不禁大快朵頤。滷白菜、豬腳筋等小菜帶有淡淡中藥香氣，同樣下飯。,+886 7 558 3777,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/hung-chi-rice-shop
薩瑪法國小館,三民區正氣街14號,Kaohsiung,$$$,時尚歐陸菜,主廚曾於日本和法國磨練廚藝。喜愛歐洲古件的他回臺後，於巷弄中的舊宅開設餐廳，並在室內各個角落，妝點了歐式復古器皿與家具。包含十道菜的菜單每季更換，廚師巧妙融合義、法料理技巧與在地特色，以貼近臺灣飲食文化的方式呈現各式菜餚，譬如以水餃皮製作義大利餃。僅設一輪用餐，顧客須準時抵達。,無法取得,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/ca-marche-1200953
福園,前金區成功一路266號9樓 (漢來大飯店),Kaohsiung,$$,臺灣菜,位於歷史悠久的漢來大飯店內，是集團旗下唯一的臺菜餐廳。餐室內的水晶掛燈和西洋畫作雖略顯歷史痕跡，但團隊親切的服務令客人再三回訪。在此可品嚐到多款家常菜，其中苦茶油香雞帶有淡淡苦茶香氣，搭配爽脆的炸薑片，鹹香美味。主廚亦會每天採買新鮮海魚，製作各式海鮮料理。若周末到訪建議提前訂位。,+886 7 213 5739,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/fu-yuan
一味品,中西區國華街三段177-179號 (永樂市場攤號111及112),Tainan,$,小吃,由臺南著名碗粿世家創立，僅售碗粿及虱目魚魚羹兩款食品，深受食客歡迎，早上、中午時段人潮熱絡，十分繁忙。碗粿使用舊在來米製作，搭配在地溫體豬肉、火燒蝦與自製肉燥，每日新鮮現做。其色澤偏黑，是典型的臺南風格。建議參考在地人的吃法，品嚐一半後添加芥末或蒜泥，以提升滋味。,+886 6 228 8563,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/yi-wei-pin
Thomas Chien,前鎮區成功二路11號,Kaohsiung,$$$,時尚法國菜,主廚料理法餐多年，加上對南臺灣這片土地的熱情，因此喜好把大量在地食材融入菜色當中。他從優質小農和鄰近海港取材，以新鮮的食材，製作出按季節更替的法式套餐。午間套餐的菜單會每月變換，餐廳亦連年邀請海外知名主廚到訪客座，務求能為食客帶來新的用餐體驗，難怪成為熱門的用餐選擇。,+886 7 536 9436,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/thomas-chien
富貴亭,中區三民路二段18巷31號,Taichung,$,臺灣菜,開業逾半世紀的富貴亭，是許多居民的童年回憶，販售筒仔米糕和各種當歸湯品。其中，當歸鴨肉麵線味道濃郁，十分美味。但最受歡迎的，始終是當歸鵝肉麵線和燻鵝肉，前者把鵝湯、鴨湯一起加入當歸湯中，香味四溢，每天開賣半個小時左右便會售罄。小店座位有限，無法訂位，也可能需與人拼桌。,+886 4 2227 3001,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/fu-kuei-ting
富狀元豬腳,西區美村路一段203號,Taichung,$,臺灣菜,這家知名豬腳餐廳的特色，是不添加中藥材滷包，而將白毛豬隻，搭配特調比例的紅蔥、辣椒、冰糖與醬油，把肉滷至呈琥珀色澤、晶瑩透亮。不論是富含彈性和膠質的豬腳，或半肥半瘦的腿扣，都多汁可口。爽口筍絲等小菜也滋味無窮，再加上一碗白飯加滷汁，風味十足，令人大快朵頤。,+886 4 2301 3588,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/fu-juang-yuan
The Tavernist,大安區仁愛路四段27巷25號12樓 (金普頓大安酒店),Taipei,$$$,時尚歐陸菜,餐室設計時尚，以金屬門框搭配紅綠色磁磚，散發活潑氣氛。臺灣主廚將家鄉的記憶與風味，加上在地食材、西式烹調手法，結合成一道道具創意的菜色。菜單上也包含老菜脯雞湯、鹽酥雞等貼近臺灣人的口味。服務貼心，除了單點也提供套餐選擇。如欲帶同毛孩前往，可於訂位時說明，以安排寵物友善座位。,+886 2 2779 0688,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/the-tavernist
沙淘宮廟海產,中西區西門路二段86號,Tainan,$,臺灣菜,小店曾於沙淘宮前經營，名字沿用至今，供應古早味臺灣菜，飄香近一甲子。蛋包飯包裹著番茄醬肉絲炒飯，酸甜滋味猶如回到兒時。臺式炸豬排金黃酥脆，搭配馬鈴薯沙拉，十分美味。其不含味精的關東煮佐以特調醬料，也大受歡迎。店內設用餐座位，持續營業至深夜，是不少在地顧客的宵夜用餐選擇。,+886 6 228 8321,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/the-temple-front-eatery
響海鮮,西屯區市政北二路356號,Taichung,$$$,海鮮,入口放置大型海鮮缸，存養由外地進口的新鮮漁獲，也有的來自澎湖及宜蘭龜山島海域。不設菜單，客人可從魚缸挑選食材及烹調方式。料理風格以臺式為主，多使用清蒸與乾煎來呈現食材的原汁原味。餐廳可依據用餐人數調整份量。室內設計時尚，設有獨立包廂，但需提前預訂。,+886 4 2252 2127,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/hibiki-seafood
侯記鴨肉飯,三民區自強一路201號,Kaohsiung,$,小吃,侯記鴨肉飯已走過四十個年頭，招牌菜是溫潤滋補、香氣濃郁的當歸鴨肉湯。冬日時節，更可搭配麵線一起品嚐。另一招牌鴨肉飯則搭配富厚度的肉片及醃黃蘿蔔，十分滋味。若想吃得更豐富，不妨加點鴨肉切盤，除了有原味與煙燻口味，更可選擇不同部位。用餐時刻人潮眾多，但服務人員態度不減親切，難怪多年來屹立不倒。,+886 7 282 7588,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/hou-chi-duck-rice
logy,內湖區瑞光路258巷39號,Taipei,$$$$,時尚亞洲菜,承襲其東京姊妹店的裝潢風格，以混凝土灰黑色調搭配板前座位，予人沉穩且神秘之感。出生於日本北海道的主廚，喜愛選用家鄉的魚獲搭配臺灣食材，同時結合日本料理與法、義烹飪手法，巧妙地呈現亞洲菜的當代風貌。招牌茶碗蒸除了加入牛肉清湯，更以芹菜及當歸葉的冰沙提味，別樹一幟。訂位不易，須提前規劃。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/logy
