name,address,city,price_level,cuisine,description,phone,url
總裁藝文空間,中山區新生北路三段62巷24號,Taipei,$$$,時尚歐陸菜,帶有庭院的日式洋房，建於1950年代，前身是臺灣中央銀行總裁的府邸，經修復後內部搖身一變，成為現代風格的歐式餐廳。用餐環境典雅溫馨，帶有歷史意涵，二樓更設有藝文空間，不定期舉辦展覽或活動。曾旅外的主廚精心規劃八道菜套餐，每季更換。平日中午則提供三道菜套餐，讓食客以美食相伴，度過輕鬆的午間時光。,+886 2 2592 6692,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/ceo-1950
筌,大安區安和路一段78巷37號,Taipei,$$$$,日本菜,經驗豐富的料理長以自己的名字為餐廳命名。室內裝潢沉實精緻，板前座位以六百年樹齡的香衫所製，配以暗紅色座椅，十分舒適。魚鮮源自日本九州、東京和北海道，料理長更會依據生魚的特性和處理手法，搭配以赤醋或白醋調和的醋飯。亦可因應客人的喜好和預算，調整壽司和熱菜的比例，讓用餐體驗更完美。,+886 2 2700 8779,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/uke
心潮飯店,信義區忠孝東路五段68號2樓 (微風信義),Taipei,$$,臺灣菜,以1920年代的美國唐人街中餐館為設計藍本，墨綠色絨面沙發、大理石餐桌和馬賽克磁磚，復古之餘充滿型格。這裡供應的臺菜別出新意，尤以炒飯為主軸，無論是厚炸排骨菜香炒飯，還是炙燒干貝烏魚子炒飯，皆在創新與傳統中取得平衡，色香味俱全。熱炒品項也火候十足，不要錯過。甜品呈現臺灣風味，值得品嚐。,+886 2 2723 9976,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/sinchao-rice-shoppe
阿坤麵,中區平等街142號,Taichung,$,麵食,顧名思義，麵店由阿坤創辦，目前已經超過五十年歷史，傳至第三代掌舵。小店幾乎沒有裝潢，客人要先在門口點選食物，然後尋找座位。每天早上至中午提供古早味乾麵，搭配特製甜辣醬，十分滋味。湯則可選擇不同配料，包括最受歡迎的水晶餃、油豆腐，還有貢丸、豬血和福州丸等。亦可選綜合湯。,+886 955 923 877,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/a-kun-mian
千味海鮮,南屯區文心南五路一段326之3號,Taichung,$$,臺灣菜,以臺菜為主的餐館，魚缸中不乏時令海鮮，可以配合多種煮法，不妨請店員一一介紹。推薦麻油煮沙母，以乾煸過的薑片和綜合菇菌烹調，味道鮮甜，充滿香氣。多人聚餐的話，點上一份陶板藥膳活鮮蝦與一鍋蒜苗白鯧米粉，一同分享。環境簡潔但服務殷勤，設多個包廂，適合家庭聚會及各類宴請。,+886 4 2473 2373,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/chien-wei-seafood
吃麵吧,中西區保安路159之1號,Tainan,$$,麵食,主廚兼老闆擁有逾十年法餐經驗，因著家人愛吃麵，決定返鄉開設麵館。他以臺式麵攤概念，融合歐陸料理技法，大量採用西式醬汁與香料，並每周為菜單更換菜色。炙燒牛舌松露醬拌麵為常設選項，其醬汁以松露與芥末調配而成，滋味創新。建議點選每日製作的涼拌小菜佐餐，或來一份焦糖起司布丁為餐點作結。,+886 6 223 1665,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/jai-mi-ba
溫度劑,岡山區公園東路50號,Kaohsiung,$$,創新菜,具十年高端餐飲經驗的主廚於2021年開設此店，只設六個座位，不設制式菜單，而是採用當季新鮮食材，糅合歐陸、日本與臺灣元素，製作出由前菜到甜品、溫度與層次堆疊的美食，並由主廚親自介紹菜色，期望為客人帶來充滿溫度的用餐體驗。推薦波特菇鑲肉，還有選用海水養殖虱目魚的魚肚飯。只接受社群平台兩人內的訂位。,無法取得,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/temperature-studio
PASTi,南港區中南街30號,Taipei,$$$$,義大利菜,店內裝潢出自主廚夫婦之手，牆上不乏義大利地圖及各種食材介紹，彰顯兩位對料理的熱愛。他們擅長利用新鮮食材，佐以橄欖油和香料，烹調出傳統義大利美食。所有海鮮均購自漁港，並根據時令頻繁地更換菜單。熱門菜色有阿瑪菲烤白帶魚捲煙燻起司、米蘭大象耳朵，以及老闆娘親手製作的西西里黃檸檬凍。,+886 2 2785 1588,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/pasti
沁園春 (中區),中區臺灣大道一段129號,Taichung,$$,江浙菜,開業逾七十載，至今已經傳至第四代，深受老顧客支持。內部採用傳統中式餐館設計，備有懷舊的沙發座椅、鏡子牆面和木製匾額。致力提供經典江浙菜和點心，小籠包、肴肉、醉雞、鱔糊等應有盡有，而且每道菜色均列明製作時間。小籠包現點現蒸，皮薄、肉餡飽滿且充滿湯汁，建議提早點菜，以免久候。,+886 4 2220 0735,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/qin-yuan-chun
林家蔬菜羊肉爐,中山區吉林路327號,Taipei,$$,火鍋,怕了羊肉的羶味嗎？這餐館的蔬菜羊肉爐可能會合你心意。店家選用本地溫體現宰太監羊，每個羊肉爐都含有半斤帶皮羊肉和半斤蔬菜，湯底則以貝類與羊骨熬成，加上各式蔬菜、枸杞和薑絲，湯清味醇全無羶味，尤合滋補身心。別忘了多點一份生羊肉片。此外，其他羊肉料理如滷羊腳、炒刈菜羊肉等也值得一嚐。,+886 2 2592 5174,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/lin-s-vegetable-lamb-hotpot
榮榮園,大安區信義路四段25號,Taipei,$$,浙江菜,成立於1965年的榮榮園已走過半世紀時光，雖現已無法再看到創辦人的身影，但跟隨他三十個年頭的首席徒弟確保餐廳繼續傳承浙江老滋味。經典菜色繁多，烤排骨為必嚐之選，豬子排和洋蔥以小火燒六小時，輕觸即骨肉分離，汁濃味香，搭配光餅更是一絕。鐵板牛尾也不容錯過。服務親切得讓你猶如置身家中般舒適。,+886 2 2703 8822,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/rong-rong-yuan
阿城鵝肉 (中山),台北市中山區吉林路162號,Taipei,$$,臺灣菜,提起鵝肉餐廳，阿城總是榜上有名。土城總店營業逾三十年，本分店在疫情後專注供應外帶服務，並在原址對面另闢樓高三層的新店，為客人提供相同菜單。餐廳選用重四至五斤的雲林鵝，有白斬及煙燻兩種口味，後者為招牌之選，並推薦口感較嫩的後半段鵝腿肉。此外，魯鵝胗、麻辣血和杏鮑菇香腸等也不能錯過。,+886 2 2541 5238,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/a-cheng-goose-zhongshan
頤宮,大同區承德路一段3號17樓 (君品酒店),Taipei,$$$$,粵菜,環境雅致舒適，不論是瓷器或仿古書畫，還是餐墊上對應時令的詩詞，處處展現古典氛圍。雖然雙主廚自2023年春季起已成絕響，留任的香港主廚仍致力為賓客帶來精美的廣東佳餚，先知鴨、火焰片皮鴨，以及古法冬瓜帽等仍深受歡迎。此外，金銀蛋蒜香莧菜餃賣相和滋味俱佳，適合作為前菜，開啟這場精彩饗宴。建議預訂招牌菜色。,+886 2 2181 9985,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/le-palais
元紀,西屯區安和東路5號,Taichung,$$$$,臺灣菜,餐室耗時兩年打造，空間設計糅合東西方美學，飾以藤編牆面、手工絲綢吊燈等，充滿藝術品味。由主廚林菊偉掌廚，菜單詮釋臺灣四百年來的飲食與民族融合，透過精巧的刀工與技法，將尋常家常菜演變為精緻又細膩的菜色。除了體驗套餐，亦可預訂涵括手工菜餚的主廚套餐。採用一桌一茶席形式，每桌均有侍茶師款待。鹿港麵茶杏仁露值得一試。,+886 4 2358 6368,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/yuen-ji
NOBUO,中正區泰安街8號,Taipei,$$$$,時尚菜,主廚出生於臺灣，在日本長大，加上從廚經歷，因而融匯成獨特的烹飪風格。單一菜單以臺灣食材結合日式和法式元素，例如北寄貝及小青豆搭配蕪菁和紅辣椒粉，組合看似簡單，味道卻豐富而富有層次。餐廳坐落在寧靜的住宅區，室內裝潢猶如溫馨的北歐家居，讓客人沉浸在祥和舒適的用餐氛圍中。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/nobuo
盈科,大同區民樂街58號,Taipei,$$$$,時尚日本菜,坐落在大稻埕市集附近。客人到達後會先於茶室享用迎賓飲品，再被引領進入二樓的主用餐區。僅提供一款套餐，主廚在日本料理的基礎上，結合臺灣食品和日本空運食材，以及發酵、熟成等技法，將醃製蔬菜與魚料融入料理之中，風味獨特。整室設計簡約，用餐區猶如黑色洞窟，明亮的開放式廚房，讓料理過程成為餐廳的一道風景。,+886 2 2550 6863,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/eika
黃記魯肉飯,中山區中山北路二段183巷28號,Taipei,$,小吃,小店在巷子裡經營了幾十年，好評已在食客間口耳相傳，故人潮總是絡繹不絕。招牌滷肉飯雖以肥肉為主，但肥而不膩，鹹香的醬汁略帶膠質，令人回味。經典滷白菜也是熱門小菜之一，不容錯過。羹湯的高湯以柴魚熬製，加入沙茶醬點綴，呈現古早風味。店家更提供便當，可自選三種配菜，價格實惠。,+886 2 2595 8396,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/huang-chi-lu-rou-fan
Wok by O'BOND,中山區龍江路18號,Taipei,$$$,創新菜,由知名酒吧Tei by O'bond的經營者創立，室內設計以墨綠色與朱紅色為主調，搭配輕快的音樂，氣氛輕鬆。經營者善用自身的調酒師背景，與主廚一同設計菜單，規劃出環繞主題意象的用餐體驗。廚師透過西式料理與調酒技法，解構並重塑食材的既有風味，帶來煥然一新的創意佳餚。調酒具草本特色，也值得一試。,+886 2 2778 4503,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/wok-by-o-bond
好菜 (西區),西區模範街24巷1號,Taichung,$$,亞洲菜,坐落民宅巷弄內，裝潢簡約，木桌椅襯托日式器皿與開放式廚房，讓人有回家用餐的溫馨感覺。以臺灣菜為主，亦有融合南洋咖喱、味噌等南洋和日式風味的菜色。食材來自經產銷履歷驗證的小農，米飯則採用臺中194號米。推薦仲夏梅子雞、老皮嫩牛肉等熱門美食。菜色調味清爽、份量小巧，不妨考慮升級為套餐。,+886 4 2305 2933,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/kuisine
Zaap,信義區吳興街345巷6號,Taipei,$$,泰國菜,老闆兼主廚擁有十多年烹調泰菜的經驗，為確保菜色正宗，一直自家製作所有醬料，且未有為迎合臺灣人口味而降低菜色的辣度。不得不試的有炭烤泰國蝦，採用蝦膏豐膄的公蝦製作，蝦肉緊致彈牙，搭配泰式海鮮醬，風味十足。泰式街頭甜點香蕉煎餅也不容錯過。部分餐點必須提前預訂，且設有最低消費。,+886 2 2720 1148,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/zaap
三餐暖食,苓雅區中興街167號,Kaohsiung,$,臺灣菜,餐廳位於寧靜的巷弄之內，風格簡潔素雅，其菜單以家常臺菜為主，熱門菜色包括新鮮爽脆的鹽酥中卷，還有香氣四溢的古懷三杯雞。老闆貼心地規劃了一人套餐，客人僅需點選主餐，便會隨附當日湯品、小菜、甜點與飲品，價格實惠，難怪深受在地人歡迎。若與親友聚會，也可點選四人或六人合菜，並提前訂位。,+886 7 334 6263,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/three-meals
牛稼莊,東勢區新豐街19號,Taichung,$$,客家菜,創立於1960年，營業一甲子後，店家決定將原址進行大型翻新，遂暫時遷往附近的全新店面。店內以牛隻造型圖騰裝飾，繼續供應全牛料理，選用臺中在地黃牛，溫體新鮮送達。蔥爆骨髓與清爽彈牙的涼拌肚王都是其招牌，此外，不妨試試爽脆的苦瓜鹹蛋。由於客家菜偏於鹹、香、油，如果想清淡一點，可提前告知。,+886 4 2587 3488,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/niou-jia-juang
柏弘肉燥,苓雅區青年一路183-1號,Kaohsiung,$,臺灣菜,創立於1969年，為在地知名的小吃店。店內早期只供應肉燥飯與𩼣魚湯，兩者分別以老闆故鄉—雲林縣的西螺米和港都漁獲製成，後期增添了快炒品項。肉燥飯呈現油潤漂亮的琥珀色澤，是到店必選的美食，簡單用餐者不妨同時點選魚湯小菜。如果想吃得更豐富，金沙中卷與炒螺肉皆值得一試。,+886 7 332 2516,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/bo-home
小小樹食 (大安路),大安區大安路一段116巷17號,Taipei,$$,素食,粉綠色外觀加上室內的潔白磚牆，構成舒適的用餐環境。主廚融合美式烹調手法與亞洲風味，菜單中包括奶蛋素與五辛素菜色。眾多品項中，紅油皮蛋豆腐餃及用花椰菜取代雞肉製作的韓式辣炸雞皆十分滋味；主菜則推薦泰式打拋佛陀碗，食材五顏六色，口感豐富。設有獨享套餐，即使一人用餐也可品嚐多款美食。,+886 2 2778 2277,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/little-tree-food-da-an-road
無名羊肉湯,中西區府前路二段144號,Tainan,$,小吃,半世紀以來，以供應古早滋味羊肉湯而聞名於老饕之間，即使曾一度停業，憑著食客的支持再度捲土重來。店家堅持每天採買土產溫體羊肉，並以羊骨與羊肉熬煮招牌清湯湯頭。各羊肉部位可放湯或做成乾吃，後者只用少許麻油提香，同樣味美。清湯往往於十一點時售罄；想品嚐羊雜者，宜凌晨六點前到訪。,+886 934 130 019,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/no-name-lamb-soup
泰元,苓雅區苓雅二路53號,Kaohsiung,$$,泰國菜,鮮明的藍色牆面、綠色門板、木桌圓椅，加上來自泰國的裝飾品，洋溢異國風情，讓人有置身泰國街頭的錯覺。雖然沒有冷氣，但風扇徐徐轉動，感覺輕鬆慵懶。炒河粉是必點菜色，鹹香微辛，滋味豐富。建議搭配泰式黑咖啡，或添加奶水與煉乳的泰咖啡。不定期公休，請留意餐廳在粉絲專頁上的公告。,+886 7 221 0662,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/thai-yuan
山海樓,中正區仁愛路二段94號,Taipei,$$$,臺灣菜,大堂氣勢非凡，彷彿把時光拉回1930年代。主廚師承蓬萊閣老師傅，致力復原當年的傳統手工臺菜，並將其精緻化呈現。熱門的金銀燒豬採用養殖二十一天的乳豬，低溫烘烤十二小時，再高溫烤至外皮酥脆。肚包雞把餡料塞入土雞，再以豬肚包覆燉煮。甜點紅豆煎口感軟嫩如麻糬，為餐點完美作結。建議提前預訂菜色。,+886 2 2351 3345,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/mountain-and-sea-house
淇里思 (西區),西區存中街47號,Taichung,$$,印度菜,開業不過幾年，已經設有分店，證明這家餐廳的吸引力。提供南、北印度美食，由印度籍廚師團隊負責，講究選用當地香料，以確保原汁原味。菜單設計非常貼心，既可選擇辣度，也標明適合素食者和兒童食用的菜色。其中，香料塔都雞腿香味十足，鷹嘴豆咖哩也不容錯過。樓高兩層，二樓可包場舉辦聚會。,+886 4 2377 0007,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/chilliesine-west
澀,中區中山路29號3樓,Taichung,$$$,時尚臺灣菜,於2023年遷往中區，門面貫徹低調簡潔，內裝亦以極簡的灰黑色系設計，保有老舊樓房的原始風貌。主廚擅長以日常食材融合臺式烹調技巧，重新闡述當代臺灣料理的細膩風味。單一套餐定期更迭，主廚會根據所見所聞擬定每季主題。無酒精搭配常以茶為基底，混合水果或其他飲品，充滿特色。須提早訂位。,無法取得,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/sur
好農家米糕,南區健康路二段66號,Tainan,$,小吃,自1946年創立以來，憑著用料實在、色香味俱全的米糕，成為深受在地人喜愛的小店。這裡的米糕採用傳統做法，長糯米經過浸泡與蒸煮，再放於藺草桶中以爐火保溫，維持米粒的彈性與濕潤度。配料同樣講究，肉燥以黑豬肉製成，魚鬆採用新鮮旗魚，鹹香夠味。另外，不妨試試干貝白菜滷，雖簡單卻鮮味十足。,+886 6 221 7181,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/hao-nung-chia-migao
城邊真味炒鱔魚專家,東區東門路一段235號,Tainan,$$,小吃,創立於1970年，至今已走過五十多個年頭，以鑊氣十足的炒鱔魚作為招牌，酸酸甜甜讓人回味。炒鱔魚意麵也是這裡的人氣菜色，跟炒鱔魚一樣，可選擇勾芡與否。另有生炒花枝與麻油腰花供應，後者鮮美可口，不妨一試。所有食物現點現做，預設口味為微辣，不喜辣者可告知店員作調整。,+886 6 209 1235,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/eastern-castle-noodles
地坊,東區復興路四段17巷12號,Taichung,$$,時尚歐陸菜,幾經搬遷，地坊於2022年落腳文創景點。空間寬敞，搭配老舊的木窗框與草綠色牆面，復古又帶有輕鬆氛圍。掌杓逾廿載的主廚結合在地食材和歐陸烹調技法，設計七至八道的無菜單套餐，菜色每天調整，並設四款肉類主菜供選擇。其中鴨胸料理經糖燻、稻草煙燻兩道工序，風味迷人。用餐前後不妨到附近的文創小店走走。,+886 976 866 098,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/tu-pang
老士官擀麵,清水區鎮南街81之12號,Taichung,$,麵食,老闆父親曾擔任士官長，並於眷村習得擀麵手藝。老闆自立門戶後，沿用該手法至今，並會在門前現場擀麵。由於售完即止，建議中午前到訪。其麵條帶嚼勁，搭配秘製麻醬與肉燥，滋味鹹香，建議加點半熟蛋，讓麵條裹上絲滑蛋液，味道更佳。店家更可客製麵條寬細度。另外，皮薄的抄手和老闆自創的酸辣豆腐也值得一試。,+886 4 2623 8730,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/lao-shih-kuan-noodles
潔,西區存中街29號,Taichung,$$$,日本菜,餐廳建築風雅怡人，自成一景，從落地玻璃窗可飽覽庭園的整片綠蔭。分別由三位日籍師傅負責生食、熱菜及甜點，提供兩種不同價位的基本日式套餐，菜色以福岡風格為基礎，融合日本與在地食材。米飯料理以日本新瀉米搭配時令食材，用土鍋煮至粒粒分明，令人齒頰留香。亦可預約份量更豐富的主廚或板前套餐。,+886 4 2376 1536,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/isagi
彭城堂,太平區宜昌路377號,Taichung,$$,臺灣菜,從門外擺放的臺灣早期客運站牌、郵箱等舊物，到餐廳內部擺設，都讓人恍如穿越了時空。這裡的家常料理充滿親切感，而且價格實惠、分量豐盛，是親友聚會的熱門選擇。古早味封肉刈包全套滋味鹹香，川七炒牛肉口感細嫩，皆十分推薦。另有豬油拌飯供自行取用，餐後更提供剉冰，感覺就像回家吃飯一樣溫馨。,+886 4 2351 1122,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/peng-cheng-tang
五月雪客家私房珍釀,大安區敦化南路一段329巷16號,Taipei,$$,客家菜,掌勺二十多年的老闆冀改變大眾對客家菜油膩厚重的印象，親自研發菜色，並融入多種海鮮與創意。香蔥燜嫩排和紅麴軟絲均很受歡迎，前者選用豬腩排以客家油蔥等燉煮四小時而成，建議預訂；後者則採用來自澎湖的現撈軟絲，以陳年紅麴醃製後油炸，口感軟嫩且帶紅糟香氣。不妨也預訂以臺南放山土雞烹調的山野鹽焗雞。,+886 2 2700 6248,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/may-snow-hakka-food
大橋頭老牌筒仔米糕 (延平北路),大同區延平北路三段41號,Taipei,$,小吃,創立於1973年，現在由第三代接手，持續供應美味的筒仔米糕。老闆選用陳年一年的圓糯米，經過多重工序，煮至米芯軟而不爛。客人可以選配肥或瘦肉，並佐以自製的甜辣醬、辣蘿蔔醬品嚐。此外，不妨試試其鮮蚵湯，蚵仔隻隻飽滿嫩滑，鮮味非常。用餐環境潔淨寬敞，雖位處夜市區域，卻由清晨營業至傍晚。,+886 2 2594 4685,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/da-qiao-tou-tube-rice-pudding
鍾家原上海生煎包,士林區小東街38號 (士林夜市),Taipei,$,街頭小吃,夜市內的老字號，每個生煎包都煎得底部酥脆，外皮鬆軟。有高麗菜和鮮肉口味。,+886 2 8861 2713,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/chung-chia-sheng-jian-bao
都一處 (信義),信義區仁愛路四段506號,Taipei,$$,京菜,承襲自慈禧御廚的精湛廚藝，讓都一處走過超過一甲子歲月，每道菜都是道地北方佳餚。糟溜魚片選用深海石斑，為店家推薦；以溫體豬腿肉做成的炸丸子，外脆內嫩且充滿肉香，也值得一試。餅食均以小炭爐烤製，耗時費工卻反映店家的堅持，其中供十二人用的蔥油餅乾烙四十分鐘而成，每天限量三份，值得呼朋引伴共享。,+886 2 2720 6417,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/do-it-true-xinyi
Impromptu by Paul Lee,中山區中山北路二段39巷3號B1 (晶華酒店),Taipei,$$$$,創新菜,霧面玻璃門後是開放式廚房和吧檯座位，在這可一覽廚房團隊的精妙合作。僅設一個逾十道菜的嚐味菜單，主廚盼顧客能以開放舒適的心情用餐，享受他以在地食材、不受料理方式所限呈現的臺灣風味，故只會在用餐完畢才將菜單交到食客手上。菜色不定期更換，若幸運將能嚐到主廚引以為傲的自製乾拌麵。,+886 2 2521 2518,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/impromptu-by-paul-lee
老山東牛肉家常麵店,萬華區西寧南路70號B1之15室 (萬年商業大樓),Taipei,$,麵食,於1949年開業，以其手工刀切麵條和牛肉湯俘擄了不少食客的心。牛肉麵湯頭以臺灣牛骨及十種特調的中藥材熬製；現切麵條口感彈牙，吸附滿滿紅燒湯汁，佐以本地與澳洲滷牛肉，滋味十足。每款小菜均當天現做，其中山東泡菜脆口清爽；豬頭肉晶凍以細火慢燉六小時而成，晶瑩剔透，均是熱門之選。,+886 2 2389 1216,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/lao-shan-dong-homemade-noodles
鼎泰豐 (信義路),大安區信義路二段277號,Taipei,$$,滬菜,這所鼎泰豐旗艦店樓高四層，備有無障礙設施，為客人提供寬敞舒適的用餐環境。小籠包固然是招牌品項，但用臺灣在地食材製作的菜色也值得一試。例如以涼菜方式呈現的糖醋排骨，採豬腹脇肉、番茄乾烹煮，以特製糖醋醬翻炒至收汁，色澤紅潤晶透，相當獨特。另外可以嚐嚐甘甜潤喉的苦瓜排骨湯，以及老少咸宜的芋泥大包。,+886 2 2395 2395,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/din-tai-fung-xinyi-road
三禾清豐,苓雅區江都街63號,Kaohsiung,$$,臺灣菜,在高雄土生土長的主廚，透過菜單展現對臺灣的熱愛，每季均以特定主題，向食客導覽這片土地之美，以及各族群融合的飲食多樣性，再由其太太解說食材背後的概念與故事。室內以臺灣傳統手編藤椅、圓石桌和老花窗布置，空間小巧而溫馨。僅設四張圓桌，建議留意社群平台上公布的營業時間，並提前訂位。,+886 966 063 568,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/a-fung-s-harmony-cuisine
欣葉台菜 (創始店),中山區雙城街34之1號,Taipei,$$,臺灣菜,說起臺菜餐館，欣葉必定榜上有名。多年來，規模變大了，從只供應清粥小菜，至成為宴席菜的場地，店東希望將家庭的味道帶給客人的心願始終未變。到欣葉必嚐其手工菜色──菜脯蛋以筷子邊煮邊攪拌翻鍋，做法獨特；杏仁豆腐由三位師傅人手鮮製，口感軟糯；其他招牌菜還有煎豬肝和以手工見稱的潤餅等。,+886 2 2596 3255,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shin-yeh-taiwanese-cuisine
小燉食室,前鎮區廣西路226號,Kaohsiung,$$,臺灣菜,空間為前台電老宿舍，餐廳設計帶日式風格，提供五種中式燉湯，同時附上主食與小菜。剝皮辣椒蛤蠣雞湯以去骨土雞腿、高雄岡山的剝皮辣椒、雲林蛤蠣與新鮮蔬菜煨煮，甘甜微辣，層次分明。店家對選米甚為講究，採用日本越光米與臺灣米混種的臺南拾陸號米，米飯富有米香，口感極佳。青檸香茶酸甜爽口，適合作佐餐飲品。,+886 906 303 309,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/simmer-house
睿麗,中山區樂群三路200號1樓 (忠泰樂生活),Taipei,$$$$,時尚歐陸菜,由德國大廚Thomas Bühner與在地投資者共同管理，並由香港主廚掌杓，餐廳裝潢簡約優雅，挑高的空間雅致舒適。客人可透過透明玻璃，欣賞半開放廚房裡的烹調過程。其單一套餐內容隨季節更迭，選材不限地域，並以創意巧思結合歐陸烹飪技法和日式風格，通通呈現在四小時的饗宴之中。須提前規劃訂位。,+886 937 857 869,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/la-vie-by-thomas-buhner
饕弄杯,東區東榮街115巷47號,Tainan,$$$,時尚歐陸菜,藏身於曲折的小巷中，這間歐式小酒館氣氛溫馨，店內飾以酒瓶與葡萄酒書籍。沒有固定菜單，取而代之的是黑板上會寫有當天新鮮食材，廚師會將之以義大利與地中海料理方式處理：義式生魚片、松露炒蛋、蔬食料理都十分推薦。只要提前告知，店家亦會根據顧客預算，擬定適合商務聚餐的個人化套餐。,+886 6 237 0355,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/bistro-alley
PI,南屯區大進街373號2樓,Taichung,$$,時尚歐陸菜,店名源自無限不循環的圓周率(π)，寄語餐廳能有無窮不盡的創意和可能。工業風裝潢十分簡約，設有半開放式廚房，拉近廚師與客人之間的距離，氣氛溫暖而輕鬆。提供包含六道菜的單一套餐，以歐陸菜為主，並以時令蔬食點綴，其中一道固定以炭烤風格呈現。套餐價格親民之餘，服務團隊亦親切友善。,+886 4 2322 5108,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/pi
